shopping,shopping_sigla,data,impressoes,cliques,ctr,cpc_medio,custo,conversoes,valor_conversoes,roas,cpa,impression_share
GERAL,GERAL,2026-06-03,381,21,0.05511811023622047,0.08057433333333333,1.692061,4.5,0.0,0.0,0.37601355555555555,0.0999
GERAL,GERAL,2026-06-04,1174,78,0.06643952299829642,0.20597935897435896,16.06639,31.833333,0.0,0.0,0.5047033560701921,0.0999
GERAL,GERAL,2026-06-05,815,50,0.06134969325153374,0.17584851999999998,8.792426,20.75,0.0,0.0,0.42373137349397594,0.0999
GERAL,GERAL,2026-06-06,380891,12072,0.03169410671294412,0.3708338298542081,4476.705994,9636.264978,23.008322615,0.005139565262011263,0.46456858588057814,0.39146612461456304
GERAL,GERAL,2026-06-07,517000,14074,0.027222437137330753,0.30098587920989056,4236.075264,10315.769296,30.842119778,0.007280824313984616,0.41064075227453595,0.5228225581045344
GERAL,GERAL,2026-06-08,498602,10496,0.021050858199525874,0.39565350543064026,4152.779193,7660.036566,28.993089453,0.0069816111345075305,0.5421356878937907,0.4576519007906423
GERAL,GERAL,2026-06-09,530631,11010,0.020748881991440378,0.38355246566757495,4222.912647,7807.159912,33.221548,0.007866974947634999,0.5409025426146542,0.4383931819362885
GERAL,GERAL,2026-06-10,567688,12555,0.02211602147658573,0.3885061726005576,4877.694997,8815.807621,32.500291897,0.006663043080182162,0.5532896368315612,0.4539441450269476
GERAL,GERAL,2026-06-11,538946,11395,0.02114312008995335,0.4037524411584028,4600.759067,8706.595125,32.192774,0.006997274478229051,0.5284223052694207,0.42401110340041637
GERAL,GERAL,2026-06-12,499162,13474,0.026993240671365208,0.3539398259611103,4768.985215,9438.255921,42.24255428,0.008857765829747913,0.5052824647813446,0.33801249959098195
GERAL,GERAL,2026-06-13,506350,10658,0.02104868174187815,0.43535411362356913,4640.004143,9574.718799,33.668624433,0.007256162579896213,0.48460996509731546,0.4854165342822647
GERAL,GERAL,2026-06-14,381593,10172,0.026656673471473533,0.41375008218639403,4208.665836,8300.183903,33.999996883,0.00807856888807173,0.5070569381575786,0.4214713198532128
GERAL,GERAL,2026-06-16,446,121,0.2713004484304933,0.04578495041322314,5.539979,43.533333,0.0,0.0,0.12725832409845578,0.1592920353982301
GERAL,GERAL,2026-06-17,137,44,0.32116788321167883,0.10051363636363637,4.4226,21.0,0.0,0.0,0.2106,0.11095505617977527
GERAL,GERAL,2026-06-18,73,18,0.2465753424657534,0.05947588888888889,1.070566,7.0,0.0,0.0,0.152938,0.0999
GERAL,GERAL,2026-06-19,489,147,0.3006134969325153,0.09618523809523809,14.13923,106.0,0.0,0.0,0.13338896226415095,0.0999
GERAL,GERAL,2026-06-20,33,10,0.30303030303030304,0.0689147,0.689147,4.0,0.0,0.0,0.17228675,0.0999
GERAL,GERAL,2026-06-21,34,8,0.23529411764705882,0.111060875,0.888487,4.0,0.0,0.0,0.22212175,0.0999
GERAL,GERAL,2026-06-22,188,54,0.2872340425531915,0.1054685925925926,5.695304,25.0,0.0,0.0,0.22781216,0.0999
GERAL,GERAL,2026-06-23,76,17,0.2236842105263158,0.07114882352941176,1.20953,2.0,0.0,0.0,0.604765,0.0999
GERAL,GERAL,2026-06-24,109,30,0.27522935779816515,0.08773393333333333,2.632018,17.0,0.0,0.0,0.1548245882352941,0.0999
GERAL,GERAL,2026-06-25,210,55,0.2619047619047619,0.05129676363636363,2.821322,17.500003,0.0,0.0,0.16121837236256473,0.0999
GERAL,GERAL,2026-06-26,11611,2858,0.24614589613297735,0.09646871798460462,275.707596,1557.178583,0.0,0.0,0.17705586180669944,0.33317428128355003
GERAL,GERAL,2026-06-27,19326,5682,0.2940080720273207,0.062330679866244285,354.162923,2560.734585,0.0,0.0,0.1383052054963361,0.5211282373912132
GERAL,GERAL,2026-06-28,29968,6831,0.22794313934863855,0.08973988947445469,613.013185,2574.562426,0.0,0.0,0.23810383419306533,0.47464569212367247
GERAL,GERAL,2026-06-29,44070,3453,0.07835262083049693,0.2284890046336519,788.972533,828.024403,0.0,0.0,0.9528372957868007,0.3838354408251267
GERAL,GERAL,2026-06-30,123694,6774,0.054764176112018365,0.19449274372601122,1317.493846,373.0,0.0,0.0,3.5321550831099198,0.4247328890299376
GERAL,GERAL,2026-07-01,124348,7609,0.06119117315919838,0.1905216247864371,1449.679043,39.0,0.0,0.0,37.17125751282052,0.42750242954324585
GERAL,GERAL,2026-07-02,178780,8408,0.04702986911287616,0.21715524536156044,1825.841303,0.0,0.0,0.0,0.0,0.3834505622507952
GERAL,GERAL,2026-07-03,168351,9645,0.057291016982376104,0.19726891041990668,1902.658641,1.0,0.0,0.0,1902.658641,0.450074938226597
