shopping,plataforma,tipo_post,data,caption,likes,comentarios,salvos,compartilhamentos,alcance,impressoes,engajamento
NS,Facebook,Album,2026-02-23,"Já imaginou um parque temático inspirado na nossa amada capivara?

Vem aí o @capivalleyparque uma experiência inédita em Santa Catarina e totalmente dedicada às nossas queridas capivaras. Mais do que ",0,0,0,0,0,0,0
NS,Facebook,Video,2026-02-22,"Um sábado cheio de magia, música e imaginação ✨
O musical A Menina da Casa Mágica transformou nossa praça de alimentação em um mundo de fantasias e magia.✨✨",1,0,0,0,0,0,1
NS,Facebook,Video,2026-02-19,"✨ A magia vai tomar conta do Nações Shopping!

No dia 21 de fevereiro, às 17h, a praça de alimentação vira palco para o musical “A Menina da Casa Mágica” 🏡💫

Um espetáculo encantador, cheio de cores, ",1,0,0,0,0,0,1
NS,Facebook,Video,2026-02-18,"Pós-Carnaval do jeito que a gente ama: KFC + voltinha no shopping + zero pressa. 🍗✨

Porque a folia acaba, mas a vontade de aproveitar continua.

#nacoesshopping #kfc #criciuma",1,0,0,0,0,0,1
NS,Facebook,Video,2026-02-18,"Se você ama a menina da casa mágica, prepara o coração 💜✨
Tem produtos especiais esperando por você aqui no Nações Shopping!

E anota aí:
🎭 Musical dia 21 de fevereiro
🕔 Às 17h
📍 Praça de alimentação
",2,0,0,0,0,0,2
NS,Facebook,Album,2026-02-17,"Das páginas para a telona 🎬📖

A intensidade de “O Morro dos Ventos Uivantes” ganha vida no cinema do GNC Cinemas do Nações Shopping. Uma história de amor, obsessão e sentimentos à flor da pele que atr",1,0,0,0,0,0,1
NS,Facebook,Imagem,2026-02-16,Eles não estão na moda. Eles são a moda! Quem mais está ansioso por essa estreia? 👠✨,4,0,0,0,0,0,4
NS,Facebook,Album,2026-02-13,O carnaval chegou 🎉 e o Nações Shopping estará aberto todos os dias para você curtir do seu jeito! 🎊✨,0,0,0,0,0,0,0
NS,Facebook,Video,2026-02-12,"🎸✨ A exposição dos Beatles chegou ao Nações Shopping! ✨🎸

Aberta ao público de segunda a sexta, das 10h às 22h, e com entrada gratuita! Venha viver a história dessa banda icônica e se emocionar com mo",1,0,0,0,0,0,1
NS,Facebook,Album,2026-02-11,"✨ Carnaval também é estilo! Brilho, cores e texturas que acompanham o ritmo da folia.

Dos paetês ao metalizado, do laço ao sporty chic, escolha suas peças favoritas e brilhe neste Carnaval. 🎊🎉",0,0,0,0,0,0,0
NS,Facebook,Imagem,2026-02-10,"✨ A magia vai tomar conta do Nações Shopping!
No dia 21/02, às 17h, acontece o musical A Menina da Casa Mágica uma experiência divertida para toda a família.
Salve a data e venha viver esse espetáculo",0,0,0,0,0,0,0
NS,Facebook,Video,2026-02-09,"Seu carro também merece um cuidado especial ✨🚗

Aqui no Nações Shopping, a Lavação H2O oferece serviços completos como lavagem, polimento e outros cuidados para deixar seu carro impecável enquanto voc",0,0,0,0,0,0,0
NS,Facebook,Video,2026-02-09,O Blokinho Mário Rosa Kids foi pura diversão e folia. ##nacoesshopping #carnaval #criciuma #tioclo blokorosa,0,0,0,0,0,0,0
NS,Facebook,Video,2026-02-08,"🎭🐾 O nosso Carnapet foi pura alegria e diversão! Fantasias, latidos, lambidas e muita folia em família. Quem aí veio curtir com o pet? 💖

#nacoesshopping #pet #fantasias #carnaval",3,0,0,0,0,0,3
NS,Facebook,Video,2026-02-05,"Volta às aulas pede praticidade 📚✏️
Aqui você encontra tudo para a lista escolar, as melhores lojas e marcas em um só lugar. 🎒🛍️

@fatima.papelaria 
@livrariascatarinense 
@bagaggio 
@kings_criciuma 
",0,0,0,0,0,0,0
NS,Facebook,Imagem,2026-02-04,"Novo ano, novos desejos 💙
Qual loja você gostaria de ver por aqui? Conta pra gente 👇

#naçõesshopping #criciúma #sc #novidades",0,0,0,0,0,0,0
NS,Facebook,Imagem,2026-02-03,"🎬✨ A Semana do Cinema chegou para deixar seus filmes favoritos ainda mais imperdíveis!

De 5 a 11 de fevereiro, os ingressos estão com preços especiais:
🍿 Matinês 2D e 3D a partir de R$10
🎟️ Demais ho",2,0,0,0,0,0,2
AJ,Instagram,Imagem,2026-04-24,"A Almeida Junior celebra mais uma conquista relevante em sua trajetória.

O Norte Shopping foi o vencedor da categoria Shopping Center na 2ª edição do Reputation Awards, premiação nacional promovida p",17,4,0,3,1330,0,24
AJ,Instagram,Imagem,2026-04-23,"Inovação e experiência de consumo: a Almeida Junior lança sua nova campanha integrada para o Dia das Mães e Namorados. Este ano, sortearemos seis SUVs híbridos Jaecoo 7 Luxury, reforçando nosso compro",13,1,0,0,288,0,14
AJ,Instagram,Carrossel,2026-04-10,"Na última quarta e quinta-feira (08 e 09/04), aconteceu o Garten Fashion Trends, no Garten Shopping. 

Em sua primeira edição, o evento reuniu grandes marcas nacionais e internacionais, além de conteú",35,1,1,1,778,0,38
AJ,Instagram,Carrossel,2026-04-02,"O Grupo Almeida Junior reforça seu posicionamento como um verdadeiro hub de moda ao trazer Susana Barbosa, diretora da ELLE Brasil, para inspirar em grandes talks sobre moda, comportamento e protagoni",42,2,0,2,1127,0,46
AJ,Facebook,Imagem,2026-04-24,"A Almeida Junior celebra mais uma conquista relevante em sua trajetória.

O Norte Shopping foi o vencedor da categoria Shopping Center na 2ª edição do Reputation Awards, premiação nacional promovida p",1,0,0,0,0,0,1
AJ,Facebook,Imagem,2026-04-23,"Inovação e experiência de consumo: a Almeida Junior lança sua nova campanha integrada para o Dia das Mães e Namorados. Este ano, sortearemos seis SUVs híbridos Jaecoo 7 Luxury, reforçando nosso compro",0,0,0,0,0,0,0
AJ,Facebook,Album,2026-04-10,"Na última quarta e quinta-feira (08 e 09/04), aconteceu o Garten Fashion Trends, no Garten Shopping. 

Em sua primeira edição, o evento reuniu grandes marcas nacionais e internacionais, além de conteú",0,0,0,0,0,0,0
AJ,Facebook,Album,2026-04-02,"O Grupo Almeida Junior reforça seu posicionamento como um verdadeiro hub de moda ao trazer Susana Barbosa, diretora da ELLE Brasil, para inspirar em grandes talks sobre moda, comportamento e protagoni",1,0,0,0,0,0,1
CS_Residences,Instagram,Reel,2026-03-24,"Já imaginou ter diferentes opções gastronômica todos os dias, a poucos passos de você?

No CS Residences, gastronomia e bons momentos deixam de ser ocasião e passam a fazer parte da rotina.

Um almoço",9,0,0,18,314,0,27
CS_Residences,Instagram,Carrossel,2026-03-17,"A Grande Florianópolis é hoje um dos principais eixos de desenvolvimento do estado, conectando qualidade de vida, infraestrutura e serviços em uma mesma região.

É nesse cenário que surgem projetos pe",4,1,0,2,291,0,7
CS_Residences,Instagram,Carrossel,2026-02-26,"Imagine viver onde sua rotina se encontra com suas experiências.

Onde sair para jantar, treinar, encontrar amigos ou resolver o dia a dia está a poucos passos.

No CS Residences, morar é estar conect",7,0,1,2,268,0,10
CS_Residences,Instagram,Carrossel,2026-02-23,"Escolher um novo lar é escolher como você quer viver.

Mais tempo de qualidade?
Mais lazer?
Mais praticidade no dia a dia?

No CS Residences, cada detalhe foi pensado para integrar conforto, bem-estar",13,2,1,4,281,0,20
CS_Residences,Facebook,Video,2026-03-24,"Já imaginou ter diferentes opções gastronômica todos os dias, a poucos passos de você?

No CS Residences, gastronomia e bons momentos deixam de ser ocasião e passam a fazer parte da rotina.

Um almoço",0,0,0,0,0,0,0
CS_Residences,Facebook,Album,2026-03-17,"A Grande Florianópolis é hoje um dos principais eixos de desenvolvimento do estado, conectando qualidade de vida, infraestrutura e serviços em uma mesma região.

É nesse cenário que surgem projetos pe",0,0,0,0,0,0,0
CS_Residences,Facebook,Album,2026-02-26,"Imagine viver onde sua rotina se encontra com suas experiências.

Onde sair para jantar, treinar, encontrar amigos ou resolver o dia a dia está a poucos passos.

No CS Residences, morar é estar conect",0,0,0,0,0,0,0
CS_Residences,Facebook,Album,2026-02-23,"Escolher um novo lar é escolher como você quer viver.

Mais tempo de qualidade?
Mais lazer?
Mais praticidade no dia a dia?

No CS Residences, cada detalhe foi pensado para integrar conforto, bem-estar",0,0,0,0,0,0,0
